property_type,bhk,area,locality,city,price_in_crore,price_per_sqft,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,additional_rooms,furnishing_type,facing,amenities,furnish_details
Independent House,3,2450.0,Kapra,Hyderabad,1.65,6734.0,New,Unknown,3,2173.39,2.0,1.0,,Semi-Furnished,NorthEast,"Gymnasium, Club House",
Apartment,3,1020.0,Lb Nagar,Hyderabad,0.41,3970.0,Resale,Unknown,1,904.84,7.0,1.0,,Furnished,East,,
Apartment,3,2100.0,Sri Nagar Colony,Hyderabad,2.31,11000.0,New,Unknown,3,1862.9,4.0,1.0,,Semi-Furnished,East,,
Apartment,2,1100.0,Ag Colony,Hyderabad,0.69,6272.0,Resale,Moderately New Property,2,975.81,3.0,1.0,pooja room,Semi-Furnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1295.0,Bachupally,Hyderabad,0.67,5199.0,New,Unknown,3,1148.79,12.0,1.0,,Unfurnished,East,"Club House, Landscaped Gardens, Lift(s), Sports Facility, Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup",
Independent House,4,2450.0,Safilguda,Hyderabad,1.49,6081.0,New,Unknown,4,2173.39,2.0,1.0,,Unfurnished,North,,
Apartment,3,1555.0,Aminpur,Hyderabad,0.81,5200.0,New,Unknown,3,1379.44,5.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Full Power Backup, Childrens play area",Gas connection
Independent House,2,1300.0,Munganoor,Hyderabad,0.75,5769.0,Resale,New Property,2,1153.23,2.0,1.0,,Unfurnished,North,Car Parking,
Apartment,3,1614.0,Attapur,Hyderabad,0.96,5947.0,Resale,Unknown,3,1431.77,1.0,1.0,,Semi-Furnished,West,"Full Power Backup, Lift(s)",
Apartment,4,4070.0,Madhapur,Hyderabad,6.8,16707.0,Resale,New Property,5,3610.48,34.0,1.0,"servant room, pooja room",Unfurnished,West,"Swimming Pool, ATM, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium",
Villa,4,2700.0,Alwal,Hyderabad,1.3,4814.0,New,Unknown,4,2395.16,2.0,1.0,,Unfurnished,East,,
Apartment,3,1810.0,Chandanagar,Hyderabad,1.21,6700.0,New,Unknown,3,1605.65,1.0,1.0,,Unfurnished,East,,
Apartment,3,1600.0,Manikonda,Hyderabad,0.88,5500.0,New,Unknown,3,1419.35,5.0,2.0,,Unfurnished,East,,
Apartment,2,1321.0,Kondapur,Hyderabad,0.86,6510.0,New,Unknown,1,1171.85,2.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), 24 X 7 Security, School, Indoor Games, Childrens play area, Gymnasium",
Apartment,2,1220.0,Aminpur,Hyderabad,0.61,5000.0,New,Unknown,2,1082.26,2.0,2.0,,Semi-Furnished,West,"Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1254.0,Tellapur,Hyderabad,0.93,7400.0,New,Unknown,2,1112.42,2.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,4,4023.0,Kokapet,Hyderabad,4.02,10000.0,New,Unknown,4,3568.79,4.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1400.0,Appa Junction Peerancheru,Hyderabad,0.95,6800.0,New,Moderately New Property,2,1241.94,15.0,1.0,,Unfurnished,North,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1480.0,Bachupally,Hyderabad,1.0,6746.0,New,New Property,2,1312.9,2.0,1.0,,Unfurnished,East,"Indoor Games, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Gymnasium",
Apartment,3,1617.0,Bachupally,Hyderabad,1.18,7297.0,New,Unknown,2,1434.44,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Multipurpose Room, Cafeteria, Intercom, Maintenance Staff, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1260.0,Manikonda,Hyderabad,0.82,6507.0,New,Unknown,2,1117.74,2.0,1.0,,Semi-Furnished,East,,
Villa,3,2788.0,Suraram,Hyderabad,1.39,5000.0,New,Unknown,3,2473.23,2.0,1.0,,Unfurnished,East,"Indoor Games, Sports Facility, Gymnasium, Car Parking, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,3,1930.0,Malkajgiri,Hyderabad,1.19,6199.0,New,Unknown,3,1712.1,5.0,1.0,,Unfurnished,East,"Jogging Track, Indoor Games, Swimming Pool, Childrens play area, 24 X 7 Security, Gymnasium",
Apartment,3,1930.0,Pragathi Nagar Kukatpally,Hyderabad,0.74,3834.0,New,Unknown,3,1712.1,1.0,1.0,,Unfurnished,NorthEast,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1297.0,Kondapur,Hyderabad,1.6,12336.0,Resale,Unknown,2,1150.56,2.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Sports Facility, Childrens play area, Intercom, Maintenance Staff, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House",
Apartment,3,2049.0,Kokapet,Hyderabad,1.53,7500.0,New,Unknown,3,1817.66,6.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Rain Water Harvesting, Cafeteria, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,2,1000.0,Manikonda,Hyderabad,0.88,8800.0,Resale,Moderately New Property,2,887.1,1.0,1.0,pooja room,Unfurnished,North,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1200.0,Gandipet,Hyderabad,0.89,7416.0,Resale,New Property,2,1064.52,2.0,1.0,pooja room,Unfurnished,North,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1203.0,Gopanpally,Hyderabad,0.45,3740.0,New,Unknown,3,1067.18,5.0,3.0,,Furnished,East,,
Villa,5,5000.0,Yapral,Hyderabad,1.5,3000.0,New,New Property,5,4435.48,2.0,2.0,"study room, servant room, pooja room",Unfurnished,NorthEast,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Landscaped Gardens","BED, TV, Wardrobe, AC"
Apartment,3,1500.0,Bachupally,Hyderabad,0.91,6066.0,New,New Property,3,1330.65,2.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,3,2388.0,Narsingi,Hyderabad,1.67,6999.0,New,Unknown,3,2118.39,5.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1743.0,Puppalaguda,Hyderabad,1.11,6368.0,New,Unknown,3,1546.21,4.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Full Power Backup, Childrens play area",
Apartment,5,15825.0,Kokapet,Hyderabad,25.31,16000.0,New,Unknown,5,14038.31,9.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Swimming Pool",
Apartment,2,1139.0,Bowrampet,Hyderabad,0.59,5223.0,New,Unknown,2,1010.4,2.0,2.0,,Unfurnished,SouthWest,,
Apartment,3,1579.0,Miyapur,Hyderabad,1.3,8233.0,Resale,Moderately New Property,2,1400.73,3.0,2.0,pooja room,Semi-Furnished,West,"Sports Facility, ATM, Lift(s), Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Club House, Rain Water Harvesting, Swimming Pool, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security","Dining Table, Wardrobe, AC"
Apartment,3,1047.0,Rajendra Nagar,Hyderabad,0.73,6933.0,New,New Property,3,928.79,8.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,1590.0,Nallagandla Gachibowli,Hyderabad,1.33,8364.0,Resale,Moderately New Property,3,1410.48,2.0,1.0,,Semi-Furnished,West,"Sports Facility, Swimming Pool, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",
Apartment,3,1700.0,Pragathi Nagar Kukatpally,Hyderabad,1.02,6000.0,New,Unknown,3,1508.06,1.0,1.0,,Semi-Furnished,East,,
Apartment,3,1760.0,Puppalaguda,Hyderabad,1.12,6400.0,New,Unknown,3,1561.29,4.0,1.0,,Unfurnished,East,,
Independent House,2,900.0,Rampally,Hyderabad,0.68,7555.0,New,Unknown,2,798.39,2.0,1.0,,Unfurnished,East,,
Apartment,2,1200.0,Cbcid Colony,Hyderabad,0.98,8166.0,Resale,Old Property,2,1064.52,3.0,1.0,pooja room,Semi-Furnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,4,2630.0,Kokapet,Hyderabad,2.77,10551.0,New,New Property,4,2333.06,4.0,1.0,,Furnished,West,"Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Intercom, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Apartment,3,2455.0,Kollur,Hyderabad,1.47,5999.0,New,Unknown,3,2177.82,6.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Indoor Games, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,2,1303.0,Kollur,Hyderabad,0.55,4200.0,New,New Property,2,1155.89,2.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Shopping Mall, Multipurpose Room, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1602.0,Nallagandla Gachibowli,Hyderabad,1.2,7490.0,Resale,Unknown,2,1421.13,2.0,1.0,,Semi-Furnished,East,,
Apartment,2,1150.0,Pragathi Nagar Kukatpally,Hyderabad,0.74,6434.0,New,Unknown,2,1020.16,1.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Independent House,6,5200.0,Himayat Nagar,Hyderabad,4.0,7692.0,Resale,Unknown,5,4612.9,2.0,1.0,,Semi-Furnished,North,,"BED, Dining Table, Sofa"
Apartment,3,2140.0,Kompally,Hyderabad,1.0,4699.0,New,Unknown,3,1898.39,1.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Intercom, Jogging Track, Indoor Games, Car Parking, Club House, Childrens play area",
Apartment,3,2120.0,Kokapet,Hyderabad,2.2,10377.0,New,New Property,3,1880.65,0.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,5,4000.0,West Marredpally,Hyderabad,10.83,27090.0,Resale,Unknown,3,3548.39,2.0,2.0,,Unfurnished,NorthEast,,
Apartment,5,6484.0,Tellapur,Hyderabad,4.79,7400.0,New,Unknown,5,5751.94,15.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Villa,3,3600.0,Tellapur,Hyderabad,2.7,7000.0,New,New Property,4,3193.55,2.0,1.0,,Unfurnished,East,"Swimming Pool, Landscaped Gardens, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Villa,4,4240.0,Kondapur,Hyderabad,10.0,23584.0,Resale,New Property,5,3761.29,2.0,2.0,,Semi-Furnished,East,"Car Parking, Multipurpose Room, Swimming Pool, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Apartment,3,1900.0,Puppalaguda,Hyderabad,1.18,6236.0,New,Unknown,3,1685.48,4.0,1.0,,Unfurnished,West,"Intercom, Car Parking, Full Power Backup, Lift(s)",
Apartment,3,2155.0,Kollur,Hyderabad,1.29,5999.0,New,Unknown,3,1911.69,6.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Indoor Games, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,2,1020.0,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.49,4800.0,New,Unknown,2,904.84,1.0,1.0,pooja room,Unfurnished,East,"Rain Water Harvesting, Maintenance Staff, Car Parking, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,1495.0,Yapral,Hyderabad,0.65,4367.0,New,Unknown,3,1326.21,4.0,1.0,,Unfurnished,East,,"Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1435.0,Kukatpally,Hyderabad,0.84,5848.0,New,Moderately New Property,3,1272.98,4.0,3.0,,Unfurnished,West,"Gymnasium, Landscaped Gardens, Swimming Pool, Lift(s), Full Power Backup, Childrens play area, Multipurpose Room, Intercom, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House",
Villa,3,1998.0,Ramachandra Puram,Hyderabad,1.95,9759.0,New,Unknown,3,1772.42,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1225.0,Pragathi Nagar Kukatpally,Hyderabad,0.49,3999.0,New,Unknown,2,1086.69,1.0,1.0,,Semi-Furnished,East,"Car Parking, 24 X 7 Security, Lift(s)",
Apartment,3,1315.0,Rajendra Nagar,Hyderabad,0.95,7224.0,New,New Property,3,1166.53,9.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,1600.0,Aminpur,Hyderabad,0.8,5022.0,Resale,Unknown,3,1419.35,5.0,2.0,,Semi-Furnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,2195.0,Tellapur,Hyderabad,1.53,6999.0,New,Unknown,3,1947.18,16.0,1.0,,Unfurnished,East,,
Apartment,4,1962.0,Rajendra Nagar,Hyderabad,1.27,6518.0,New,New Property,4,1740.48,9.0,3.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,2,1200.0,Ramachandra Puram,Hyderabad,0.54,4500.0,New,Unknown,2,1064.52,2.0,1.0,,Unfurnished,East,"Full Power Backup, Lift(s)",Gas connection
Apartment,2,1150.0,Kukatpally,Hyderabad,0.74,6434.0,New,Unknown,2,1020.16,2.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1075.0,Gajularamaram,Hyderabad,0.45,4186.0,New,Moderately New Property,2,953.63,1.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1495.0,Sanath Nagar,Hyderabad,1.7,11371.0,New,Moderately New Property,3,1326.21,14.0,1.0,,Unfurnished,West,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Swimming Pool, School, Shopping Mall, Landscaped Gardens, Multipurpose Room, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1266.0,Patighanpur,Hyderabad,0.73,5766.0,New,Unknown,2,1123.06,2.0,1.0,,Unfurnished,West,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Golf Course, Intercom, Jogging Track, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area",Gas connection
Apartment,3,1693.0,Tukkuguda,Hyderabad,0.78,4600.0,New,Unknown,2,1501.85,5.0,1.0,,Unfurnished,East,,
Apartment,3,1628.0,Appa Junction Peerancheru,Hyderabad,1.1,6800.0,New,Moderately New Property,3,1444.19,10.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,4,3939.0,Kokapet,Hyderabad,3.89,9900.0,New,Unknown,4,3494.27,4.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Villa,4,3070.0,Kollur,Hyderabad,1.79,5830.0,New,Unknown,4,2723.39,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,2300.0,Manikonda,Hyderabad,1.6,6990.0,New,Unknown,3,2040.32,6.0,2.0,pooja room,Unfurnished,East,,Gas connection
Apartment,2,1243.0,Kondapur,Hyderabad,0.93,7481.0,New,Unknown,1,1102.66,2.0,1.0,,Unfurnished,East,,
Villa,4,4214.0,Kondapur,Hyderabad,6.74,16000.0,New,Unknown,4,3738.23,2.0,1.0,,Unfurnished,East,"Car Parking, Multipurpose Room, Swimming Pool, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Apartment,3,1750.0,Kokapet,Hyderabad,1.27,7299.0,New,New Property,3,1552.42,0.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Shopping Mall, Cafeteria, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Apartment,3,3799.0,Kukatpally,Hyderabad,0.95,2500.0,New,Unknown,3,3370.08,4.0,1.0,,Unfurnished,East,,
Independent House,2,1250.0,Banjara Hills,Hyderabad,3.27,26221.0,Resale,Unknown,2,1108.87,2.0,1.0,,Semi-Furnished,North,,
Apartment,2,1054.0,Moula Ali,Hyderabad,0.6,5692.0,New,Unknown,2,935.0,2.0,1.0,,Unfurnished,East,,
Apartment,2,1252.0,Adibatla,Hyderabad,0.55,4400.0,New,Unknown,2,1110.65,2.0,1.0,,Semi-Furnished,NorthEast,"Sports Facility, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",Washing Machine
Villa,4,3360.0,Patancheru,Hyderabad,2.85,8500.0,New,Unknown,4,2980.65,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Childrens play area",
Apartment,3,2085.0,Neknampur,Hyderabad,1.4,6738.0,New,Unknown,3,1849.6,5.0,1.0,,Unfurnished,East,"Full Power Backup, Lift(s)",
Apartment,3,1840.0,Kondapur,Hyderabad,2.3,12500.0,New,New Property,3,1632.26,5.0,2.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1335.0,Manikonda,Hyderabad,1.37,10262.0,Resale,New Property,2,1184.27,4.0,2.0,,Semi-Furnished,East,"Swimming Pool, Landscaped Gardens, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",Wardrobe
Apartment,3,2020.0,Kokapet,Hyderabad,1.51,7499.0,New,Unknown,3,1791.94,0.0,1.0,,Unfurnished,West,"Sports Facility, ATM, Indoor Games, Lift(s), Full Power Backup, Childrens play area, Shopping Mall, Cafeteria, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",
Apartment,3,1765.0,Kokapet,Hyderabad,1.79,10147.0,Resale,New Property,3,1565.73,1.0,2.0,,Unfurnished,East,"Swimming Pool, Lift(s), Rain Water Harvesting, Cafeteria, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,2100.0,Kukatpally,Hyderabad,1.62,7714.0,New,Unknown,3,1862.9,4.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Jogging Track, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1366.0,Kukatpally,Hyderabad,0.9,6599.0,New,Unknown,2,1211.77,31.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, School, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Villa,4,3119.0,Gagillapur,Hyderabad,2.68,8600.0,New,New Property,4,2766.85,2.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Indoor Games, Swimming Pool",
Apartment,3,2040.0,Gachibowli,Hyderabad,2.17,10637.0,Resale,Moderately New Property,3,1809.68,5.0,1.0,,Unfurnished,East,"Jogging Track, ATM, Intercom, Lift(s), Cafeteria, Full Power Backup, Rain Water Harvesting, Childrens play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Apartment,3,1620.0,Manikonda,Hyderabad,0.95,5864.0,New,Unknown,3,1437.1,5.0,1.0,,Unfurnished,East,"Intercom, Sports Facility, Full Power Backup, Lift(s)",
Apartment,2,1000.0,Ameenpur,Hyderabad,0.5,5000.0,Resale,Moderately New Property,2,887.1,2.0,1.0,study room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Sofa
Apartment,4,2900.0,Moosapet,Hyderabad,2.75,9499.0,New,Unknown,4,2572.58,4.0,1.0,,Unfurnished,NorthEast,"Rain Water Harvesting, Jogging Track, Indoor Games, Swimming Pool, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup, Gymnasium",
Independent Floor,2,1000.0,Rajeev Nagar,Hyderabad,0.61,6100.0,Resale,Old Property,2,887.1,1.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Gas connection
Apartment,4,2708.0,Kokapet,Hyderabad,3.1,11447.0,New,Unknown,5,2402.26,4.0,1.0,,Unfurnished,East,"Swimming Pool, Shopping Mall, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Rain Water Harvesting, Intercom, Club House, Car Parking, Gymnasium",
Apartment,3,1915.0,Kollur,Hyderabad,1.37,7199.0,New,Unknown,3,1698.79,6.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Jogging Track, Indoor Games, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security",
Villa,3,1440.0,Medchal,Hyderabad,1.15,7986.0,New,Unknown,3,1277.42,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1834.0,Manikonda,Hyderabad,2.4,13086.0,Resale,New Property,3,1626.94,14.0,1.0,pooja room,Semi-Furnished,East,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Childrens play area, Hospital, Multipurpose Room, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",Wardrobe
Apartment,3,1302.0,Janachaitanya Colony,Hyderabad,0.6,4608.0,New,Unknown,2,1155.0,1.0,2.0,,Unfurnished,NorthEast,"ATM, Lift(s), Hospital, School, Maintenance Staff, 24 X 7 Security, Car Parking, Vaastu Compliant, Full Power Backup",
Villa,4,3687.0,Kondapur,Hyderabad,6.63,18000.0,New,New Property,5,3270.73,2.0,1.0,"servant room, pooja room",Unfurnished,East,"Car Parking, Multipurpose Room, Swimming Pool, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Apartment,3,1850.0,Nizampet,Hyderabad,0.7,3799.0,New,Unknown,3,1641.13,0.0,1.0,,Unfurnished,West,,
Apartment,4,5000.0,Kismatpur,Hyderabad,3.25,6500.0,New,Unknown,4,4435.48,4.0,2.0,,Unfurnished,East,"Sports Facility, Shopping Mall, Jogging Track, Lift(s), Maintenance Staff, 24 X 7 Security, Club House, Multipurpose Room, Cafeteria, Intercom, Gymnasium, Childrens play area, Full Power Backup, Swimming Pool",
Villa,4,4259.0,Kondapur,Hyderabad,7.04,16553.0,New,Unknown,4,3778.15,2.0,1.0,,Unfurnished,East,"Car Parking, Multipurpose Room, Swimming Pool, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Apartment,2,860.0,West Marredpally,Hyderabad,0.42,4883.0,Resale,Unknown,1,762.9,1.0,3.0,,Unfurnished,East,,
