property_type,bhk,area,society_name,locality,city,price_in_crore,price_per_sqft,status,new_resale,price_negotiable,age_of_property,bathrooms,carpet_area,floor,booking_amount,balconies,additional_rooms,security_deposit,furnishing_type,facing,overlooking,ownership_type,amenities,furnish_details
Apartment,4,2630.0,Ncc Urban One,Kokapet,Hyderabad,2.55,9695.0,Ready to move,Resale,No,New Property,4.0,2333.06,,,,,No Deposit,Furnished,West,,,"Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Maintenance Staff, Vaastu Compliant, Gymnasium, Staff Quarter, Rain Water Harvesting, Cafeteria, Intercom, Swimming Pool, Club House, Childrens play area, Full Power Backup",
Independent House,2,1200.0,,Krishna Reddy Pet,Hyderabad,1.05,8750.0,Ready to move,Resale,No,Moderately New Property,2.0,1064.52,,,,,No Deposit,Unfurnished,West,,,,
Villa,4,3053.0,,Nandigam,Hyderabad,1.67,5470.0,Under Construction,New,No,Unknown,4.0,2708.31,,,,,No Deposit,Semi-Furnished,,,,,
Villa,4,2734.0,Sikhara Tranquil,Nagaram,Hyderabad,2.05,7499.0,Under Construction,New,No,Unknown,,2425.32,,,,,No Deposit,Unfurnished,,,,"Intercom, Jogging Track, Indoor Games, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Swimming Pool",
Villa,4,1989.0,Dev Signature Villas,Attapur,Hyderabad,2.88,14500.0,Ready to move,New,No,New Property,3.0,1764.44,,,,,No Deposit,Furnished,,,,"Sports Facility, Rain Water Harvesting, Swimming Pool, Cafeteria, Intercom, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House",
Apartment,3,1660.0,,Moosapet,Hyderabad,0.88,5300.0,Under Construction,New,No,Unknown,3.0,1472.58,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Independent House,3,2400.0,,Munganoor,Hyderabad,1.2,5000.0,Ready to move,New,No,Unknown,3.0,2129.03,,,,,No Deposit,Furnished,East,,,Intercom,"Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, TV"
Apartment,2,1120.0,Alpine Gmr Springfield,Kompally,Hyderabad,0.59,5267.0,Under Construction,New,No,Unknown,2.0,993.55,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House, Vaastu Compliant",
Apartment,2,1341.0,Aparna Zenon,Puppalaguda,Hyderabad,1.4,10439.0,Under Construction,New,No,Unknown,2.0,1189.6,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",Gas connection
Apartment,2,1433.0,Indis Viva City,Kondapur,Hyderabad,1.04,7300.0,Under Construction,New,Yes,Unknown,2.0,1271.21,7.0,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, ATM, Lift(s), Cafeteria, Gymnasium, Club House, Childrens play area",
Apartment,2,1579.0,Deevyashakti Amara,Rajendra Nagar,Hyderabad,0.95,6000.0,Under Construction,New,No,Unknown,,1400.73,,,,,No Deposit,Unfurnished,,,,"Cafeteria, Jogging Track, Indoor Games, Gymnasium, Childrens play area, Swimming Pool",
Apartment,2,1100.0,,Gachibowli,Hyderabad,0.51,4636.0,Under Construction,New,Yes,Unknown,2.0,975.81,5.0,500000.0,2.0,pooja room,No Deposit,Semi-Furnished,North,Garden View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,2,1208.0,Indis One City,Kukatpally,Hyderabad,0.75,6180.0,Under Construction,New,No,Unknown,2.0,1071.61,,,,,No Deposit,Unfurnished,,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, School, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1325.0,Hallmark Skyrena,Narsingi,Hyderabad,1.13,8528.0,Ready to move,Resale,No,Unknown,2.0,1175.4,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Landscaped Gardens, Swimming Pool, Lift(s), Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,3,1400.0,Sr Msrs Serene City,Miyapur,Hyderabad,0.95,6804.0,Ready to move,New,No,New Property,,1241.94,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Indoor Games, Car Parking, Club House, Full Power Backup",
Apartment,2,1200.0,,Bachupally,Hyderabad,0.66,5487.0,Ready to move,New,No,Unknown,2.0,1064.52,,,,,No Deposit,Unfurnished,North,,,,
Apartment,3,2748.0,Blue Oak,Sainikpuri,Hyderabad,1.23,4494.0,Ready to move,Resale,Yes,New Property,3.0,2437.74,7.0,67000.0,,,No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Car Parking, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Independent House,3,2000.0,,Alwal,Hyderabad,1.3,6500.0,Ready to move,Resale,No,Unknown,2.0,1774.19,,260000.0,,,No Deposit,Unfurnished,North,,Freehold,Car Parking,
Apartment,2,1150.0,,Bachupally,Hyderabad,0.62,5434.0,Under Construction,New,Yes,Unknown,2.0,1020.16,6.0,1000000.0,1.0,,No Deposit,Semi-Furnished,West,,,"Gymnasium, Landscaped Gardens, Swimming Pool, Lift(s), Full Power Backup, Childrens play area, Multipurpose Room, Rain Water Harvesting, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House",
Apartment,3,1600.0,Cmg East Woods,Attapur,Hyderabad,0.77,4782.0,Under Construction,New,Yes,Unknown,3.0,1419.35,11.0,49000.0,,pooja room,No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Gymnasium, Car Parking, Childrens play area, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1600.0,,Habsiguda,Hyderabad,1.3,8125.0,Ready to move,New,No,Unknown,3.0,1419.35,,,,,No Deposit,Unfurnished,SouthEast,,,,
Apartment,2,1150.0,H And M Samshraya Homes,Kukatpally,Hyderabad,0.79,6902.0,Under Construction,New,No,Unknown,,1020.16,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, Swimming Pool",
Apartment,4,2708.0,Prestige Beverly Hills,Kokapet,Hyderabad,2.97,10970.0,Under Construction,New,No,Unknown,3.0,2402.26,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Shopping Mall, Lift(s), Full Power Backup, Rain Water Harvesting, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area",
Independent House,2,960.0,,Rampally,Hyderabad,0.7,7291.0,Ready to move,New,No,Unknown,2.0,851.61,,,,,No Deposit,Semi-Furnished,North,,,,
Apartment,3,2540.0,Ncc Urban One,Kokapet,Hyderabad,2.55,10055.0,Ready to move,New,No,New Property,,2253.23,,,,,No Deposit,Unfurnished,,,,"Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Maintenance Staff, Vaastu Compliant, Gymnasium, Staff Quarter, Rain Water Harvesting, Cafeteria, Intercom, Swimming Pool, Club House, Childrens play area, Full Power Backup",
Apartment,3,1500.0,Golden Residency,Panchavati Colony,Hyderabad,0.48,3200.0,Ready to move,New,No,Unknown,2.0,1330.65,,,,,No Deposit,Semi-Furnished,,,,"Intercom, Full Power Backup, Lift(s)",
Independent House,3,3500.0,,Chinthal,Hyderabad,1.3,3714.0,Ready to move,New,No,New Property,6.0,3104.84,,500000.0,2.0,"study room, servant room, pooja room",No Deposit,Semi-Furnished,NorthEast,,Freehold,,
Independent House,2,1001.0,,Thimmapur,Hyderabad,0.48,4795.0,Ready to move,New,No,New Property,2.0,887.98,,,,,No Deposit,Semi-Furnished,East,,,"Intercom, Sports Facility, Full Power Backup, Club House, Childrens play area",Dining Table
Apartment,3,2465.0,Tamra Asteria,Bandlaguda Jagir,Hyderabad,1.77,7199.0,Under Construction,New,No,Unknown,,2186.69,,,,,No Deposit,Unfurnished,,,,"Full Power Backup, Multipurpose Room, Lift(s), Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, 24 X 7 Security, Swimming Pool, Gymnasium, Club House, Childrens play area",
Villa,4,4000.0,,Nallagandla Gachibowli,Hyderabad,2.55,6391.0,Under Construction,New,No,Unknown,4.0,3548.39,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Gas connection, AC"
Apartment,3,1498.0,Pvr Bhuvi Block B,Kokapet,Hyderabad,0.76,5100.0,Under Construction,New,No,Unknown,,1328.87,,,,,No Deposit,Unfurnished,,,,,
Apartment,4,4885.0,Lodha Bellezza,Kukatpally,Hyderabad,5.5,11258.0,Ready to move,Resale,No,Moderately New Property,5.0,4333.47,,,,,No Deposit,Semi-Furnished,East,,,"Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Intercom, Club House, Staff Quarter, Rain Water Harvesting, Cafeteria, Golf Course, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool","Gas connection, AC"
Independent House,3,1197.0,,Katedan Industrial Area,Hyderabad,0.54,4511.0,Ready to move,New,No,New Property,2.0,1061.85,,,,,No Deposit,Unfurnished,,,,,
Apartment,2,1150.0,,Nanakramguda,Hyderabad,0.55,4782.0,Under Construction,Resale,No,Unknown,2.0,1020.16,,,,,No Deposit,Unfurnished,North,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Refrigerator
Villa,4,3800.0,,Kapra,Hyderabad,1.85,4868.0,Ready to move,New,No,Unknown,5.0,3370.97,,,,,No Deposit,Semi-Furnished,,,,,
Villa,3,3000.0,,Yapral,Hyderabad,2.1,7000.0,Ready to move,New,No,Unknown,3.0,2661.29,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1100.0,,Nallakunta,Hyderabad,0.75,6818.0,Ready to move,Resale,No,Unknown,2.0,975.81,,,,,No Deposit,Semi-Furnished,West,,,Lift(s),
Apartment,2,890.0,,Muthangi,Hyderabad,0.38,4269.0,Ready to move,New,No,Unknown,2.0,789.52,,,,,No Deposit,Unfurnished,East,,,"Childrens play area, Full Power Backup, Lift(s)",
Independent House,4,2600.0,,Isnapur,Hyderabad,1.1,4230.0,Under Construction,New,No,Unknown,4.0,2306.45,,,,,No Deposit,Semi-Furnished,East,,,"Swimming Pool, Gymnasium, Childrens play area",
Apartment,2,1235.0,,Kompally,Hyderabad,0.75,6072.0,Ready to move,New,No,Unknown,2.0,1095.56,,,,,No Deposit,Unfurnished,NorthEast,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Independent House,2,1100.0,,Neknampur,Hyderabad,0.8,7272.0,Under Construction,New,No,Unknown,2.0,975.81,,,,,No Deposit,Semi-Furnished,East,,,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Villa,5,5395.0,Supadha Geethika,Velimela,Hyderabad,9.04,16763.0,Under Construction,New,No,Unknown,6.0,4785.89,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1390.0,Rishee Isnapur Township,Isnapur,Hyderabad,0.53,3799.0,Under Construction,New,No,Unknown,,1233.06,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Shopping Mall, Jogging Track, Swimming Pool, Club House, Childrens play area",
Apartment,3,1460.0,,Moosapet,Hyderabad,0.8,5479.0,Under Construction,New,No,Unknown,3.0,1295.16,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,2888.0,De Blueoak The Trilight,Kokapet,Hyderabad,2.88,10000.0,Under Construction,New,No,Unknown,3.0,2561.94,,,,,No Deposit,Unfurnished,West,,,,
Apartment,3,1760.0,Aryamitra Aerium,Manikonda,Hyderabad,0.73,4175.0,Ready to move,Resale,Yes,Moderately New Property,3.0,1561.29,7.0,93000.0,1.0,pooja room,No Deposit,Unfurnished,South,"Road View, Pool View, Garden View",Freehold,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Rain Water Harvesting, Jogging Track, 24 X 7 Security, Car Parking, Vaastu Compliant","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1200.0,,Aminpur,Hyderabad,0.62,5200.0,Under Construction,New,No,Unknown,2.0,1064.52,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Full Power Backup, Childrens play area",Gas connection
Villa,6,8500.0,,Jubilee Hills,Hyderabad,36.0,42352.0,Ready to move,Resale,No,Old Property,6.0,7540.32,,2000000.0,3.0,,No Deposit,Furnished,East,,Freehold,"Car Parking, Full Power Backup","Wardrobe, AC"
Apartment,3,1548.0,Quorizon Navya Symphony,Bachupally,Hyderabad,0.76,4900.0,Under Construction,New,No,Unknown,,1373.23,,,,,No Deposit,Unfurnished,,,,"Indoor Games, Swimming Pool, Car Parking, Childrens play area, Full Power Backup, Gymnasium",
Apartment,2,1329.0,,Kollur,Hyderabad,0.47,3499.0,Under Construction,New,No,Unknown,2.0,1178.95,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1422.0,Tmsr Skyler,Bachupally,Hyderabad,0.9,6329.0,Under Construction,New,No,Unknown,2.0,1261.45,,,,,No Deposit,Unfurnished,North,,,,
Apartment,2,1315.0,Green Fort View,Bandlaguda Jagir,Hyderabad,0.65,4964.0,Ready to move,Resale,Yes,Moderately New Property,2.0,1166.53,,78000.0,,,No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Swimming Pool, Lift(s), 24 X 7 Security, Staff Quarter, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House, Vaastu Compliant","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1450.0,,Venkat Nagar Colony,Hyderabad,0.59,4100.0,Under Construction,New,No,Unknown,3.0,1286.29,,,,,No Deposit,Unfurnished,North,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,4,6779.0,Raichandani Eka One By Raichandanis,Kokapet,Hyderabad,10.84,16001.0,Under Construction,New,No,Unknown,,6013.63,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Intercom, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Swimming Pool",
Apartment,2,1430.0,,Tellapur,Hyderabad,0.47,3286.0,Under Construction,New,No,Unknown,2.0,1268.55,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,3,2567.0,Trishala Trishala T 19,Rani Gunj,Hyderabad,1.0,3880.0,Ready to move,Resale,Yes,Moderately New Property,1.0,2277.18,7.0,85000.0,,,No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Gymnasium, ATM, Swimming Pool, Lift(s), Full Power Backup, Indoor Games, 24 X 7 Security, Car Parking, Childrens play area","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1407.0,,Aminpur,Hyderabad,0.69,4904.0,Ready to move,New,No,Unknown,2.0,1248.15,,,,,No Deposit,Semi-Furnished,East,,,"Childrens play area, Full Power Backup, Lift(s)",
Villa,3,4133.0,,Turkayamjal,Hyderabad,2.31,5600.0,Under Construction,New,No,Unknown,2.0,3666.37,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1085.0,,Alwal,Hyderabad,0.53,4899.0,Ready to move,New,No,Unknown,2.0,962.5,,,,,No Deposit,Unfurnished,East,,,"Full Power Backup, Lift(s)",Gas connection
Apartment,2,1200.0,,Shaikpet,Hyderabad,1.3,10833.0,Under Construction,New,Yes,Unknown,2.0,1064.52,6.0,1200000.0,1.0,pooja room,No Deposit,Unfurnished,North,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,4,3700.0,,Sainikpuri,Hyderabad,2.45,6621.0,Ready to move,New,No,Unknown,5.0,3282.26,,,,,No Deposit,Unfurnished,SouthWest,,,,
Apartment,3,2700.0,,Banjara Hills,Hyderabad,2.4,8888.0,Ready to move,Resale,No,Unknown,3.0,2395.16,,,,,No Deposit,Furnished,NorthWest,,,,
Independent House,3,2529.0,,Habsiguda,Hyderabad,3.23,12777.0,Ready to move,Resale,No,Unknown,3.0,2243.47,,,,,No Deposit,Unfurnished,West,,,,
Apartment,3,1635.0,Gothic Pinnacle B,Bachupally,Hyderabad,0.79,4812.0,Ready to move,New,Yes,New Property,3.0,1450.4,,74000.0,,,No Deposit,Unfurnished,,"Pool View, Garden View",Freehold,"Rain Water Harvesting, Intercom, Car Parking, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,960.0,,Krishna Reddy Pet,Hyderabad,0.41,4270.0,Ready to move,New,No,Moderately New Property,2.0,851.61,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,4,3999.0,Dsr Skymarq,Puppalaguda,Hyderabad,4.0,10002.0,Under Construction,New,No,Unknown,5.0,3547.5,,,,,No Deposit,Semi-Furnished,NorthEast,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Independent House,2,1080.0,,Muthangi,Hyderabad,0.65,6018.0,Ready to move,New,No,Unknown,2.0,958.06,,,,,No Deposit,Unfurnished,,,,,
Apartment,4,4761.0,Lodha Bellezza,Kukatpally,Hyderabad,6.5,13652.0,Ready to move,Resale,No,Moderately New Property,4.0,4223.47,,,,,No Deposit,Furnished,,,,"Swimming Pool, Lift(s), 24 X 7 Security, Staff Quarter, Indoor Games, Full Power Backup, Vaastu Compliant, Rain Water Harvesting, Cafeteria, Golf Course, Jogging Track, Club House, Childrens play area, Car Parking, Gymnasium",
Apartment,3,1999.0,Sharvani Ventures And Avenues Sharvani Sree Hemadurga Paradise,Chandanagar,Hyderabad,1.36,6849.0,Under Construction,New,No,Unknown,,1773.31,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Lift(s), Full Power Backup, Rain Water Harvesting, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",
Independent House,3,1600.0,,Narsingi,Hyderabad,0.9,5625.0,Under Construction,New,No,Unknown,2.0,1419.35,,,,,No Deposit,Semi-Furnished,SouthWest,,,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Apartment,2,1000.0,,Gachibowli,Hyderabad,0.58,5800.0,Under Construction,New,No,Unknown,2.0,887.1,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1380.0,Rajapushpa Pristinia,Kokapet,Hyderabad,1.07,7800.0,Under Construction,New,No,Unknown,2.0,1224.19,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Car Parking, Club House, Childrens play area, Full Power Backup",
Apartment,3,1600.0,,Kukatpally,Hyderabad,1.14,7125.0,Under Construction,New,No,Unknown,3.0,1419.35,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1201.0,,Manikonda,Hyderabad,0.84,7000.0,Under Construction,New,No,Unknown,2.0,1065.4,,,,,No Deposit,Unfurnished,West,,,,
Apartment,3,1422.0,Tmsr Skyler,Bachupally,Hyderabad,0.92,6500.0,Under Construction,New,No,Unknown,3.0,1261.45,,,,,No Deposit,Unfurnished,,,,,
Independent House,2,1300.0,,Dammaiguda,Hyderabad,1.15,8846.0,Ready to move,Resale,No,Unknown,3.0,1153.23,,,,,No Deposit,Unfurnished,,,,,
Villa,4,3400.0,,Kapra,Hyderabad,2.4,7058.0,Ready to move,New,No,Unknown,5.0,3016.13,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1200.0,,Gopanpally,Hyderabad,0.89,7416.0,Ready to move,Resale,Yes,New Property,2.0,1064.52,2.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,North,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1860.0,Ramky One Galaxia,Nallagandla Gachibowli,Hyderabad,1.06,5749.0,Ready to move,New,Yes,New Property,3.0,1650.0,9.0,,1.0,,No Deposit,Unfurnished,,,Freehold,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Rain Water Harvesting, Club House, Swimming Pool, School, Shopping Mall, Multipurpose Room, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Apartment,2,1300.0,,Miyapur,Hyderabad,1.0,7692.0,Under Construction,New,No,Unknown,2.0,1153.23,,,,,No Deposit,Unfurnished,East,,,"Intercom, Sports Facility, Full Power Backup, Childrens play area, Lift(s)",
Apartment,2,1200.0,,Fortune Enclave,Hyderabad,0.78,6500.0,Ready to move,Resale,Yes,Moderately New Property,2.0,1064.52,2.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.57,4999.0,Under Construction,New,Yes,Unknown,2.0,1020.16,3.0,500000.0,2.0,,No Deposit,Unfurnished,East,Road View,Freehold,,
Apartment,4,5000.0,Rainbow Rainbow Jasmine Apartments,Narsingi,Hyderabad,3.2,6400.0,Under Construction,New,No,Unknown,3.0,4435.48,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Sports Facility, Full Power Backup, Gymnasium, Club House, Childrens play area",
Villa,4,2400.0,,Tukkuguda,Hyderabad,1.8,7500.0,Ready to move,New,No,Unknown,4.0,2129.03,,,,,No Deposit,Semi-Furnished,North,,,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Apartment,4,3000.0,,Chandanagar,Hyderabad,1.1,3666.0,Under Construction,New,No,Unknown,4.0,2661.29,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1099.0,Urbanrise On Cloud 33,Bachupally,Hyderabad,0.9,6650.0,Under Construction,New,Yes,Unknown,2.0,974.92,13.0,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Multipurpose Room, Cafeteria, Intercom, Maintenance Staff, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1755.0,Vasavi Gp Trends,Nanakramguda,Hyderabad,1.7,9686.0,Ready to move,New,No,New Property,3.0,1556.85,,,,,No Deposit,Unfurnished,East,,,"Sports Facility, Hospital, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Gymnasium, School, Multipurpose Room, Rain Water Harvesting, Swimming Pool, Club House, 24 X 7 Security, Car Parking",Gas connection
Villa,3,2570.0,Ramky The Huddle,Maheshwaram,Hyderabad,1.31,5103.0,Under Construction,New,No,Unknown,,2279.84,,,,,No Deposit,Unfurnished,,,,"Indoor Games, ATM, Lift(s), Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Gymnasium, Shopping Mall, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Apartment,3,1243.0,,Patancheru,Hyderabad,0.43,3459.0,Under Construction,New,Yes,Unknown,3.0,1102.66,4.0,300000.0,1.0,,No Deposit,Furnished,East,,Freehold,,
Apartment,3,2085.0,,Jubilee Hills,Hyderabad,1.6,7673.0,Under Construction,New,Yes,Unknown,3.0,1849.6,2.0,1000000.0,1.0,"study room, servant room, pooja room",No Deposit,Semi-Furnished,East,"Road View, Corner",Freehold,"Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","BED, Gas connection, Microwave, Wifi, TV, Wardrobe"
Apartment,4,6050.0,,Begumpet,Hyderabad,8.16,13500.0,Under Construction,New,No,Unknown,5.0,5366.94,,,,,No Deposit,Unfurnished,East,,,,
Independent House,6,6000.0,,Himayat Nagar,Hyderabad,12.6,21000.0,Ready to move,Resale,No,Unknown,5.0,5322.58,,,,,No Deposit,Semi-Furnished,South,,,,
Apartment,3,1750.0,,Kondapur,Hyderabad,2.2,12571.0,Ready to move,New,No,Unknown,3.0,1552.42,,,,,No Deposit,Unfurnished,East,,,"Full Power Backup, Lift(s)",
Apartment,3,1324.0,Provident Kenworth,Rajendra Nagar,Hyderabad,0.86,6495.0,Ready to move,New,Yes,New Property,3.0,1174.52,2.0,,,,No Deposit,Unfurnished,,,Freehold,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,2550.0,Rishee Dwelton One,Bachupally,Hyderabad,1.4,5500.0,Ready to move,New,No,New Property,,2262.1,,,,,No Deposit,Unfurnished,,,,"Jogging Track, Swimming Pool, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,2,1246.0,Landmarkk Grandeur Homes,Rajendra Nagar,Hyderabad,0.69,5521.0,Ready to move,New,No,New Property,2.0,1105.32,,,,,No Deposit,Semi-Furnished,East,,,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Childrens play area, Lift(s)","Gas connection, Dining Table, Washing Machine, TV, AC"
Independent House,3,2403.0,,Nagarjuna Sagar Road,Hyderabad,2.25,9363.0,Ready to move,Resale,Yes,Moderately New Property,3.0,2131.69,,3000000.0,,,No Deposit,Unfurnished,East,,Freehold,,
Independent House,10,5800.0,,Moula Ali,Hyderabad,3.0,5172.0,Ready to move,Resale,No,Unknown,10.0,5145.16,,,,,No Deposit,Unfurnished,West,,,,
